record_id,event_id,event_date,year,month,municipality,province,country,event_category,planned_flag,affected_area_as_published,affected_area_normalized,affected_flag,source_title,source_url,source_type,data_note
1,E001,2023-02-15,2023,2,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,power_outage,0,Inteke,Inteke,1,City Working to Resolve Power Outages Affecting Water Systems,https://www.durban.gov.za/press-statement/City%2BWorking%2Bto%2BResolve%2BPower%2BOutages%2BAffecting%2BWater%2BSystems.,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
324,E017,2024-10-01,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_maintenance,1,Orient Hills,Orient Hills,1,Planned interruption of water supply in the central and southern regions,https://www.durban.gov.za/press-statement/Planned%2Binterruption%2Bof%2Bwater%2Bsupply%2Bin%2Bthe%2Bcentral%2Band%2Bsouthern%2Bregions,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
325,E017,2024-10-01,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_maintenance,1,Prospecton Industrial,Prospecton Industrial,1,Planned interruption of water supply in the central and southern regions,https://www.durban.gov.za/press-statement/Planned%2Binterruption%2Bof%2Bwater%2Bsupply%2Bin%2Bthe%2Bcentral%2Band%2Bsouthern%2Bregions,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
326,E017,2024-10-01,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_maintenance,1,Umlazi T,Umlazi T,1,Planned interruption of water supply in the central and southern regions,https://www.durban.gov.za/press-statement/Planned%2Binterruption%2Bof%2Bwater%2Bsupply%2Bin%2Bthe%2Bcentral%2Band%2Bsouthern%2Bregions,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
327,E017,2024-10-01,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_maintenance,1,Malaba Hills,Malaba Hills,1,Planned interruption of water supply in the central and southern regions,https://www.durban.gov.za/press-statement/Planned%2Binterruption%2Bof%2Bwater%2Bsupply%2Bin%2Bthe%2Bcentral%2Band%2Bsouthern%2Bregions,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
328,E017,2024-10-01,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_maintenance,1,Reunion,Reunion,1,Planned interruption of water supply in the central and southern regions,https://www.durban.gov.za/press-statement/Planned%2Binterruption%2Bof%2Bwater%2Bsupply%2Bin%2Bthe%2Bcentral%2Band%2Bsouthern%2Bregions,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
329,E017,2024-10-01,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_maintenance,1,Umlazi V,Umlazi V,1,Planned interruption of water supply in the central and southern regions,https://www.durban.gov.za/press-statement/Planned%2Binterruption%2Bof%2Bwater%2Bsupply%2Bin%2Bthe%2Bcentral%2Band%2Bsouthern%2Bregions,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
330,E017,2024-10-01,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_maintenance,1,Umlazi Mission A,Umlazi Mission A,1,Planned interruption of water supply in the central and southern regions,https://www.durban.gov.za/press-statement/Planned%2Binterruption%2Bof%2Bwater%2Bsupply%2Bin%2Bthe%2Bcentral%2Band%2Bsouthern%2Bregions,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
331,E017,2024-10-01,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_maintenance,1,Ezimbokodweni,Ezimbokodweni,1,Planned interruption of water supply in the central and southern regions,https://www.durban.gov.za/press-statement/Planned%2Binterruption%2Bof%2Bwater%2Bsupply%2Bin%2Bthe%2Bcentral%2Band%2Bsouthern%2Bregions,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
332,E017,2024-10-01,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_maintenance,1,Lotus Park,Lotus Park,1,Planned interruption of water supply in the central and southern regions,https://www.durban.gov.za/press-statement/Planned%2Binterruption%2Bof%2Bwater%2Bsupply%2Bin%2Bthe%2Bcentral%2Band%2Bsouthern%2Bregions,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
333,E017,2024-10-01,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_maintenance,1,Malagazi,Malagazi,1,Planned interruption of water supply in the central and southern regions,https://www.durban.gov.za/press-statement/Planned%2Binterruption%2Bof%2Bwater%2Bsupply%2Bin%2Bthe%2Bcentral%2Band%2Bsouthern%2Bregions,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
334,E017,2024-10-01,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_maintenance,1,Malukazi,Malukazi,1,Planned interruption of water supply in the central and southern regions,https://www.durban.gov.za/press-statement/Planned%2Binterruption%2Bof%2Bwater%2Bsupply%2Bin%2Bthe%2Bcentral%2Band%2Bsouthern%2Bregions,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
335,E018,2024-10-22,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pumpstation_failure,0,Inteke,Inteke,1,Interruption Of Water Supply at Washington Heights And Intake Road Reservoirs,https://www.durban.gov.za/press-statement/Interruption%2BOf%2BWater%2BSupply%2Bat%2Bwashington%2Bheights%2Band%2Bintake%2Broad%2Breservoirs,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
336,E018,2024-10-22,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pumpstation_failure,0,Intake Emasayithini,Intake Emasayithini,1,Interruption Of Water Supply at Washington Heights And Intake Road Reservoirs,https://www.durban.gov.za/press-statement/Interruption%2BOf%2BWater%2BSupply%2Bat%2Bwashington%2Bheights%2Band%2Bintake%2Broad%2Breservoirs,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
337,E018,2024-10-22,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pumpstation_failure,0,Demat,Demat,1,Interruption Of Water Supply at Washington Heights And Intake Road Reservoirs,https://www.durban.gov.za/press-statement/Interruption%2BOf%2BWater%2BSupply%2Bat%2Bwashington%2Bheights%2Band%2Bintake%2Broad%2Breservoirs,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
338,E018,2024-10-22,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pumpstation_failure,0,Welbedacht West,Welbedacht West,1,Interruption Of Water Supply at Washington Heights And Intake Road Reservoirs,https://www.durban.gov.za/press-statement/Interruption%2BOf%2BWater%2BSupply%2Bat%2Bwashington%2Bheights%2Band%2Bintake%2Broad%2Breservoirs,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
339,E018,2024-10-22,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pumpstation_failure,0,Luganda,Luganda,1,Interruption Of Water Supply at Washington Heights And Intake Road Reservoirs,https://www.durban.gov.za/press-statement/Interruption%2BOf%2BWater%2BSupply%2Bat%2Bwashington%2Bheights%2Band%2Bintake%2Broad%2Breservoirs,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
340,E018,2024-10-22,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pumpstation_failure,0,Nsizwakazi,Nsizwakazi,1,Interruption Of Water Supply at Washington Heights And Intake Road Reservoirs,https://www.durban.gov.za/press-statement/Interruption%2BOf%2BWater%2BSupply%2Bat%2Bwashington%2Bheights%2Band%2Bintake%2Broad%2Breservoirs,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
341,E018,2024-10-22,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pumpstation_failure,0,Savannah Park,Savannah Park,1,Interruption Of Water Supply at Washington Heights And Intake Road Reservoirs,https://www.durban.gov.za/press-statement/Interruption%2BOf%2BWater%2BSupply%2Bat%2Bwashington%2Bheights%2Band%2Bintake%2Broad%2Breservoirs,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
342,E018,2024-10-22,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pumpstation_failure,0,Khoseleni,Khoseleni,1,Interruption Of Water Supply at Washington Heights And Intake Road Reservoirs,https://www.durban.gov.za/press-statement/Interruption%2BOf%2BWater%2BSupply%2Bat%2Bwashington%2Bheights%2Band%2Bintake%2Broad%2Breservoirs,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
343,E018,2024-10-22,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pumpstation_failure,0,Klaarwater,Klaarwater,1,Interruption Of Water Supply at Washington Heights And Intake Road Reservoirs,https://www.durban.gov.za/press-statement/Interruption%2BOf%2BWater%2BSupply%2Bat%2Bwashington%2Bheights%2Band%2Bintake%2Broad%2Breservoirs,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
344,E018,2024-10-22,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pumpstation_failure,0,Parts of Mariannridge,Mariannridge,1,Interruption Of Water Supply at Washington Heights And Intake Road Reservoirs,https://www.durban.gov.za/press-statement/Interruption%2BOf%2BWater%2BSupply%2Bat%2Bwashington%2Bheights%2Band%2Bintake%2Broad%2Breservoirs,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
345,E018,2024-10-22,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pumpstation_failure,0,Hlanganisisa Road,Hlanganisisa Road,1,Interruption Of Water Supply at Washington Heights And Intake Road Reservoirs,https://www.durban.gov.za/press-statement/Interruption%2BOf%2BWater%2BSupply%2Bat%2Bwashington%2Bheights%2Band%2Bintake%2Broad%2Breservoirs,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
346,E018,2024-10-22,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pumpstation_failure,0,Fig Road,Fig Road,1,Interruption Of Water Supply at Washington Heights And Intake Road Reservoirs,https://www.durban.gov.za/press-statement/Interruption%2BOf%2BWater%2BSupply%2Bat%2Bwashington%2Bheights%2Band%2Bintake%2Broad%2Breservoirs,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
347,E018,2024-10-22,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pumpstation_failure,0,Progress Road,Progress Road,1,Interruption Of Water Supply at Washington Heights And Intake Road Reservoirs,https://www.durban.gov.za/press-statement/Interruption%2BOf%2BWater%2BSupply%2Bat%2Bwashington%2Bheights%2Band%2Bintake%2Broad%2Breservoirs,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
348,E019,2024-10-23,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_pipeline_upgrade,1,Mount Edgecombe Hospital,Mount Edgecombe Hospital,1,Road Closure and Interruption of Water Supply To Areas Supplied By The Phoenix 1 Reservoir,https://www.durban.gov.za/press-statement/Road%2BClosure%2Band%2BInterruption%2Bof%2BWater%2BSupply%2BTo%2BAreas%2BSupplied%2BBy%2BThe%2BPhoenix%2B1%2BReservoir,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
349,E019,2024-10-23,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_pipeline_upgrade,1,Mount Edgecombe Estate,Mount Edgecombe Estate,1,Road Closure and Interruption of Water Supply To Areas Supplied By The Phoenix 1 Reservoir,https://www.durban.gov.za/press-statement/Road%2BClosure%2Band%2BInterruption%2Bof%2BWater%2BSupply%2BTo%2BAreas%2BSupplied%2BBy%2BThe%2BPhoenix%2B1%2BReservoir,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
350,E019,2024-10-23,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_pipeline_upgrade,1,Broadland,Broadland,1,Road Closure and Interruption of Water Supply To Areas Supplied By The Phoenix 1 Reservoir,https://www.durban.gov.za/press-statement/Road%2BClosure%2Band%2BInterruption%2Bof%2BWater%2BSupply%2BTo%2BAreas%2BSupplied%2BBy%2BThe%2BPhoenix%2B1%2BReservoir,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
351,E019,2024-10-23,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_pipeline_upgrade,1,Southgate,Southgate,1,Road Closure and Interruption of Water Supply To Areas Supplied By The Phoenix 1 Reservoir,https://www.durban.gov.za/press-statement/Road%2BClosure%2Band%2BInterruption%2Bof%2BWater%2BSupply%2BTo%2BAreas%2BSupplied%2BBy%2BThe%2BPhoenix%2B1%2BReservoir,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
352,E019,2024-10-23,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_pipeline_upgrade,1,Stonebridge,Stonebridge,1,Road Closure and Interruption of Water Supply To Areas Supplied By The Phoenix 1 Reservoir,https://www.durban.gov.za/press-statement/Road%2BClosure%2Band%2BInterruption%2Bof%2BWater%2BSupply%2BTo%2BAreas%2BSupplied%2BBy%2BThe%2BPhoenix%2B1%2BReservoir,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
353,E019,2024-10-23,2024,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_pipeline_upgrade,1,Clayfield,Clayfield,1,Road Closure and Interruption of Water Supply To Areas Supplied By The Phoenix 1 Reservoir,https://www.durban.gov.za/press-statement/Road%2BClosure%2Band%2BInterruption%2Bof%2BWater%2BSupply%2BTo%2BAreas%2BSupplied%2BBy%2BThe%2BPhoenix%2B1%2BReservoir,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
354,E020,2024-12-12,2024,12,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pump_failure,0,Ekuhlengeni Psychiatric Hospital,Ekuhlengeni Psychiatric Hospital,1,City Is Expediting Efforts to Restore Water Supply To Areas Supplied Through The South Coast Augmentation Booster Pumpstation,https://www.durban.gov.za/press-statement/City%2BIs%2BExpediting%2BEfforts%2Bto%2BRestore%2BWater%2BSupply%2BTo%2BAreas%2BSupplied%2BThrough%2BThe%2BSouth%2BCoast%2BAugmentation%2BBooster%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
355,E020,2024-12-12,2024,12,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pump_failure,0,Garden Lots,Garden Lots,1,City Is Expediting Efforts to Restore Water Supply To Areas Supplied Through The South Coast Augmentation Booster Pumpstation,https://www.durban.gov.za/press-statement/City%2BIs%2BExpediting%2BEfforts%2Bto%2BRestore%2BWater%2BSupply%2BTo%2BAreas%2BSupplied%2BThrough%2BThe%2BSouth%2BCoast%2BAugmentation%2BBooster%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
356,E020,2024-12-12,2024,12,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pump_failure,0,Ezimbokodweni,Ezimbokodweni,1,City Is Expediting Efforts to Restore Water Supply To Areas Supplied Through The South Coast Augmentation Booster Pumpstation,https://www.durban.gov.za/press-statement/City%2BIs%2BExpediting%2BEfforts%2Bto%2BRestore%2BWater%2BSupply%2BTo%2BAreas%2BSupplied%2BThrough%2BThe%2BSouth%2BCoast%2BAugmentation%2BBooster%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
357,E020,2024-12-12,2024,12,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pump_failure,0,Southgate Industrial Park,Southgate Industrial Park,1,City Is Expediting Efforts to Restore Water Supply To Areas Supplied Through The South Coast Augmentation Booster Pumpstation,https://www.durban.gov.za/press-statement/City%2BIs%2BExpediting%2BEfforts%2Bto%2BRestore%2BWater%2BSupply%2BTo%2BAreas%2BSupplied%2BThrough%2BThe%2BSouth%2BCoast%2BAugmentation%2BBooster%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
358,E020,2024-12-12,2024,12,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pump_failure,0,Athlone Park,Athlone Park,1,City Is Expediting Efforts to Restore Water Supply To Areas Supplied Through The South Coast Augmentation Booster Pumpstation,https://www.durban.gov.za/press-statement/City%2BIs%2BExpediting%2BEfforts%2Bto%2BRestore%2BWater%2BSupply%2BTo%2BAreas%2BSupplied%2BThrough%2BThe%2BSouth%2BCoast%2BAugmentation%2BBooster%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
359,E020,2024-12-12,2024,12,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pump_failure,0,Lewis Drive,Lewis Drive,1,City Is Expediting Efforts to Restore Water Supply To Areas Supplied Through The South Coast Augmentation Booster Pumpstation,https://www.durban.gov.za/press-statement/City%2BIs%2BExpediting%2BEfforts%2Bto%2BRestore%2BWater%2BSupply%2BTo%2BAreas%2BSupplied%2BThrough%2BThe%2BSouth%2BCoast%2BAugmentation%2BBooster%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
360,E020,2024-12-12,2024,12,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pump_failure,0,Amanzimtoti CBD,Amanzimtoti CBD,1,City Is Expediting Efforts to Restore Water Supply To Areas Supplied Through The South Coast Augmentation Booster Pumpstation,https://www.durban.gov.za/press-statement/City%2BIs%2BExpediting%2BEfforts%2Bto%2BRestore%2BWater%2BSupply%2BTo%2BAreas%2BSupplied%2BThrough%2BThe%2BSouth%2BCoast%2BAugmentation%2BBooster%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
361,E020,2024-12-12,2024,12,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pump_failure,0,Almond,Almond,1,City Is Expediting Efforts to Restore Water Supply To Areas Supplied Through The South Coast Augmentation Booster Pumpstation,https://www.durban.gov.za/press-statement/City%2BIs%2BExpediting%2BEfforts%2Bto%2BRestore%2BWater%2BSupply%2BTo%2BAreas%2BSupplied%2BThrough%2BThe%2BSouth%2BCoast%2BAugmentation%2BBooster%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
362,E020,2024-12-12,2024,12,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pump_failure,0,Kingsburgh,Kingsburgh,1,City Is Expediting Efforts to Restore Water Supply To Areas Supplied Through The South Coast Augmentation Booster Pumpstation,https://www.durban.gov.za/press-statement/City%2BIs%2BExpediting%2BEfforts%2Bto%2BRestore%2BWater%2BSupply%2BTo%2BAreas%2BSupplied%2BThrough%2BThe%2BSouth%2BCoast%2BAugmentation%2BBooster%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
363,E020,2024-12-12,2024,12,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pump_failure,0,Lower Illovo,Lower Illovo,1,City Is Expediting Efforts to Restore Water Supply To Areas Supplied Through The South Coast Augmentation Booster Pumpstation,https://www.durban.gov.za/press-statement/City%2BIs%2BExpediting%2BEfforts%2Bto%2BRestore%2BWater%2BSupply%2BTo%2BAreas%2BSupplied%2BThrough%2BThe%2BSouth%2BCoast%2BAugmentation%2BBooster%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
364,E020,2024-12-12,2024,12,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pump_failure,0,Illovo Beach,Illovo Beach,1,City Is Expediting Efforts to Restore Water Supply To Areas Supplied Through The South Coast Augmentation Booster Pumpstation,https://www.durban.gov.za/press-statement/City%2BIs%2BExpediting%2BEfforts%2Bto%2BRestore%2BWater%2BSupply%2BTo%2BAreas%2BSupplied%2BThrough%2BThe%2BSouth%2BCoast%2BAugmentation%2BBooster%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
365,E020,2024-12-12,2024,12,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pump_failure,0,Doonside,Doonside,1,City Is Expediting Efforts to Restore Water Supply To Areas Supplied Through The South Coast Augmentation Booster Pumpstation,https://www.durban.gov.za/press-statement/City%2BIs%2BExpediting%2BEfforts%2Bto%2BRestore%2BWater%2BSupply%2BTo%2BAreas%2BSupplied%2BThrough%2BThe%2BSouth%2BCoast%2BAugmentation%2BBooster%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
366,E020,2024-12-12,2024,12,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pump_failure,0,Illovo,Illovo,1,City Is Expediting Efforts to Restore Water Supply To Areas Supplied Through The South Coast Augmentation Booster Pumpstation,https://www.durban.gov.za/press-statement/City%2BIs%2BExpediting%2BEfforts%2Bto%2BRestore%2BWater%2BSupply%2BTo%2BAreas%2BSupplied%2BThrough%2BThe%2BSouth%2BCoast%2BAugmentation%2BBooster%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
367,E020,2024-12-12,2024,12,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pump_failure,0,Panorama,Panorama,1,City Is Expediting Efforts to Restore Water Supply To Areas Supplied Through The South Coast Augmentation Booster Pumpstation,https://www.durban.gov.za/press-statement/City%2BIs%2BExpediting%2BEfforts%2Bto%2BRestore%2BWater%2BSupply%2BTo%2BAreas%2BSupplied%2BThrough%2BThe%2BSouth%2BCoast%2BAugmentation%2BBooster%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
368,E020,2024-12-12,2024,12,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pump_failure,0,Umgababa,Umgababa,1,City Is Expediting Efforts to Restore Water Supply To Areas Supplied Through The South Coast Augmentation Booster Pumpstation,https://www.durban.gov.za/press-statement/City%2BIs%2BExpediting%2BEfforts%2Bto%2BRestore%2BWater%2BSupply%2BTo%2BAreas%2BSupplied%2BThrough%2BThe%2BSouth%2BCoast%2BAugmentation%2BBooster%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
369,E020,2024-12-12,2024,12,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pump_failure,0,Amagcino,Amagcino,1,City Is Expediting Efforts to Restore Water Supply To Areas Supplied Through The South Coast Augmentation Booster Pumpstation,https://www.durban.gov.za/press-statement/City%2BIs%2BExpediting%2BEfforts%2Bto%2BRestore%2BWater%2BSupply%2BTo%2BAreas%2BSupplied%2BThrough%2BThe%2BSouth%2BCoast%2BAugmentation%2BBooster%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
370,E020,2024-12-12,2024,12,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pump_failure,0,Mgobhozini,Mgobhozini,1,City Is Expediting Efforts to Restore Water Supply To Areas Supplied Through The South Coast Augmentation Booster Pumpstation,https://www.durban.gov.za/press-statement/City%2BIs%2BExpediting%2BEfforts%2Bto%2BRestore%2BWater%2BSupply%2BTo%2BAreas%2BSupplied%2BThrough%2BThe%2BSouth%2BCoast%2BAugmentation%2BBooster%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
371,E020,2024-12-12,2024,12,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pump_failure,0,Mfume,Mfume,1,City Is Expediting Efforts to Restore Water Supply To Areas Supplied Through The South Coast Augmentation Booster Pumpstation,https://www.durban.gov.za/press-statement/City%2BIs%2BExpediting%2BEfforts%2Bto%2BRestore%2BWater%2BSupply%2BTo%2BAreas%2BSupplied%2BThrough%2BThe%2BSouth%2BCoast%2BAugmentation%2BBooster%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
372,E020,2024-12-12,2024,12,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pump_failure,0,KwaKhanyile,KwaKhanyile,1,City Is Expediting Efforts to Restore Water Supply To Areas Supplied Through The South Coast Augmentation Booster Pumpstation,https://www.durban.gov.za/press-statement/City%2BIs%2BExpediting%2BEfforts%2Bto%2BRestore%2BWater%2BSupply%2BTo%2BAreas%2BSupplied%2BThrough%2BThe%2BSouth%2BCoast%2BAugmentation%2BBooster%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
373,E020,2024-12-12,2024,12,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pump_failure,0,KwaSoni,KwaSoni,1,City Is Expediting Efforts to Restore Water Supply To Areas Supplied Through The South Coast Augmentation Booster Pumpstation,https://www.durban.gov.za/press-statement/City%2BIs%2BExpediting%2BEfforts%2Bto%2BRestore%2BWater%2BSupply%2BTo%2BAreas%2BSupplied%2BThrough%2BThe%2BSouth%2BCoast%2BAugmentation%2BBooster%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
374,E020,2024-12-12,2024,12,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,pump_failure,0,Mashiwase,Mashiwase,1,City Is Expediting Efforts to Restore Water Supply To Areas Supplied Through The South Coast Augmentation Booster Pumpstation,https://www.durban.gov.za/press-statement/City%2BIs%2BExpediting%2BEfforts%2Bto%2BRestore%2BWater%2BSupply%2BTo%2BAreas%2BSupplied%2BThrough%2BThe%2BSouth%2BCoast%2BAugmentation%2BBooster%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
